"","Time","Open","Low","Close","High","Volume","Target_Close","Time_in_minutes"
"1",2021-06-10 04:00:00,125.350298257521,125.449139369536,124.895629142252,125.034006699073,28218,125.004354365468,240
"2",2021-06-10 05:00:00,125.043890810274,125.172384255894,125.004354365468,125.103195477483,13010,125.08342725508,300
"3",2021-06-10 06:00:00,125.132847811088,125.221804811901,125.08342725508,125.08342725508,3282,124.954933809461,360
"4",2021-06-10 07:00:00,125.152616033491,125.528212259148,124.954933809461,125.261341256707,140600,124.757251585431,420
"5",2021-06-10 08:00:00,125.113178429797,125.903808484805,124.757251585431,125.785199150387,666442,125.142731922289,480
"6",2021-06-10 09:00:00,125.785199150387,126.704421492128,125.142731922289,126.437550489687,11673457,124.653468417815,540
"7",2021-06-10 10:00:00,126.437550489687,126.531449546101,124.653468417815,125.01423847667,13164285,124.727599251826,600
"8",2021-06-10 11:00:00,125.009296421069,125.221804811901,124.727599251826,125.122963699886,7877502,124.954933809461,660
"9",2021-06-10 12:00:00,125.123062540998,125.355240313122,124.954933809461,125.122963699886,4968967,124.777019807834,720
"10",2021-06-10 13:00:00,125.122963699886,125.162500144692,124.777019807834,124.889204469971,5442748,124.500264694191,780
"11",2021-06-10 14:00:00,124.893256955563,124.925281475856,124.500264694191,124.875860919849,6917886,124.480496471788,840
"12",2021-06-10 15:00:00,124.870918864248,124.945049698259,124.480496471788,124.648526362214,13874439,124.5595693614,900
"13",2021-06-10 16:00:00,124.648526362214,124.895629142252,124.5595693614,124.796788030237,958438,124.697946918222,960
"14",2021-06-10 17:00:00,124.777019807834,124.81655625264,124.697946918222,124.806672141438,297104,124.757251585431,1020
"15",2021-06-10 18:00:00,124.796788030237,124.856092697446,124.757251585431,124.806672141438,56185,124.747367474229,1080
"16",2021-06-10 19:00:00,124.81655625264,124.836324475043,124.747367474229,124.816655093752,66764,124.865976808647,1140
"17",2021-06-11 04:00:00,124.865976808647,125.122963699886,124.865976808647,125.093311366282,13426,124.964817920662,240
"18",2021-06-11 05:00:00,125.073543143879,125.113079588685,124.964817920662,125.004354365468,7038,124.895629142252,300
"19",2021-06-11 06:00:00,124.994470254267,125.2119207007,124.895629142252,125.2119207007,14557,125.034006699073,360
"20",2021-06-11 07:00:00,125.221804811902,125.281109479111,125.034006699073,125.132847811088,183757,124.959875865062,420
"21",2021-06-11 08:00:00,125.122963699886,125.271225367909,124.959875865062,125.083328413968,372380,124.638642251013,480
"22",2021-06-11 09:00:00,125.08342725508,125.646821593566,124.638642251013,125.43263290383,10476940,125.113079588685,540
"23",2021-06-11 10:00:00,125.429371147133,125.80002531719,125.113079588685,125.240782305408,9067484,125.048832865875,600
"24",2021-06-11 11:00:00,125.231688923103,125.691300093973,125.048832865875,125.60728514876,6134458,125.439255258335,660
"25",2021-06-11 12:00:00,125.597499878671,125.780257094787,125.439255258335,125.589394907486,4953223,125.439255258335,720
"26",2021-06-11 13:00:00,125.597401037559,125.93346081841,125.439255258335,125.859132302175,4280136,125.716010371977,780
"27",2021-06-11 14:00:00,125.86427204,125.963113152015,125.716010371977,125.898866429205,4112126,125.567748703954,840
"28",2021-06-11 15:00:00,125.893924373604,125.902227027013,125.567748703954,125.876231814553,7623759,125.725894483178,900
"29",2021-06-11 16:00:00,125.874156151201,125.923576707209,125.725894483178,125.765430927984,929719,125.725894483178,960
"30",2021-06-11 17:00:00,125.745662705581,125.874156151201,125.725894483178,125.785199150387,518542,125.725894483178,1020
"31",2021-06-11 18:00:00,125.795083261589,125.814851483992,125.725894483178,125.785199150387,38869,125.785100309275,1080
"32",2021-06-11 19:00:00,125.785199150387,125.923576707209,125.785100309275,125.923576707209,79407,125.923576707209,1140
"33",2021-06-14 04:00:00,125.923576707209,126.269520599261,125.923576707209,126.121258931239,21106,126.121258931239,240
"34",2021-06-14 05:00:00,126.121258931239,126.239868265657,126.121258931239,126.170679487246,8202,126.170679487246,300
"35",2021-06-14 06:00:00,126.170679487246,126.506739268098,126.170679487246,126.45731871209,17620,126.269520599261,360
"36",2021-06-14 07:00:00,126.388129933679,126.704421492128,126.269520599261,126.32882526647,182923,126.081722486433,420
"37",2021-06-14 08:00:00,126.358378758963,126.595597427799,126.081722486433,126.180563598448,289074,125.597401037559,480
"38",2021-06-14 09:00:00,126.165737431646,127.841094280301,125.597401037559,127.623643833868,14456445,126.98117660577,540
"39",2021-06-14 10:00:00,127.623643833868,128.09808117154,126.98117660577,128.078312949137,12993358,127.752137279488,600
"40",2021-06-14 11:00:00,128.070801024624,128.374836285183,127.752137279488,127.97937299601,9367228,127.764591259601,660
"41",2021-06-14 12:00:00,127.974529781521,128.088197060339,127.764591259601,128.063486782335,6952952,128.023950337529,720
"42",2021-06-14 13:00:00,128.063486782335,128.493445619601,128.023950337529,128.41348315998,6806472,128.305647506772,780
"43",2021-06-14 14:00:00,128.409430674388,128.888810067661,128.305647506772,128.567576453612,8936350,128.236458728361,840
"44",2021-06-14 15:00:00,128.562634398011,128.977767068475,128.236458728361,128.977767068475,13969275,128.701011954832,900
"45",2021-06-14 16:00:00,128.967882957273,128.987651179676,128.701011954832,128.869041845258,9223761,128.661475510026,960
