"","Time","Open","Low","Close","High","Volume","Target_Close","Time_in_minutes"
"1",2021-06-10 04:00:00,409.282053386842,409.282053386842,408.641610133878,409.15590547338,15648,409.05886861687,240
"2",2021-06-10 05:00:00,409.185016530333,409.330571815097,409.05886861687,409.330571815097,11236,409.204423901635,300
"3",2021-06-10 06:00:00,409.320868129446,409.514941842466,409.204423901635,409.26264601554,18962,408.525165906066,360
"4",2021-06-10 07:00:00,409.26264601554,409.466423414211,408.525165906066,409.107387045125,153821,408.039981623518,420
"5",2021-06-10 08:00:00,409.087979673823,410.34945880845,408.039981623518,410.281533008893,1575458,410.194199838034,480
"6",2021-06-10 09:00:00,410.271829323242,411.94086325521,410.194199838034,411.678863742633,6477826,409.05886861687,540
"7",2021-06-10 10:00:00,411.678863742633,412.04760379737,409.05886861687,409.946755853934,8993574,409.621682384627,600
"8",2021-06-10 11:00:00,409.941904011109,410.970494690112,409.621682384627,410.912272576206,5209230,410.562939892771,660
"9",2021-06-10 12:00:00,410.921976261857,411.358642116151,410.562939892771,411.3489384305,3605489,410.975346532938,720
"10",2021-06-10 13:00:00,411.339234744849,411.523604772218,410.975346532938,411.513901086567,3906108,410.834643090998,780
"11",2021-06-10 14:00:00,411.513901086567,411.533308457869,410.834643090998,411.242197888339,4116261,410.630865692328,840
"12",2021-06-10 15:00:00,411.232494202689,411.271308945292,410.630865692328,411.038420489669,11815561,410.805532034046,900
"13",2021-06-10 16:00:00,411.028716804018,411.213086831387,410.805532034046,411.04812417532,3996212,410.95108731881,960
"14",2021-06-10 17:00:00,411.057827860971,411.135457346179,410.95108731881,411.135457346179,77849,411.009309432716,1020
"15",2021-06-10 18:00:00,411.14516103183,411.154864717481,411.009309432716,411.057827860971,53429,410.902568890555,1080
"16",2021-06-10 19:00:00,411.057827860971,411.096642603575,410.902568890555,410.960791004461,20205,410.960791004461,1140
"17",2021-06-11 04:00:00,410.989902061414,411.242197888339,410.960791004461,411.242197888339,2733,411.135457346179,240
"18",2021-06-11 05:00:00,411.232494202688,411.232494202688,411.135457346179,411.183975774433,7647,411.125753660528,300
"19",2021-06-11 06:00:00,411.135457346179,411.911752198257,411.125753660528,411.911752198257,21431,411.436271601359,360
"20",2021-06-11 07:00:00,411.902048512606,411.931159569559,411.436271601359,411.54301214352,61215,411.164568403132,420
"21",2021-06-11 08:00:00,411.843729361843,411.912140345683,411.164568403132,411.727382170888,246995,411.232494202688,480
"22",2021-06-11 09:00:00,411.717678485237,411.911752198257,411.232494202688,411.416864230057,4099074,410.680257452291,540
"23",2021-06-11 10:00:00,411.407160544406,411.688567428284,410.680257452291,410.824939405347,5644272,410.490162250389,600
"24",2021-06-11 11:00:00,410.805532034045,411.067531546622,410.490162250389,410.810383876871,3832290,410.291236694544,660
"25",2021-06-11 12:00:00,410.815235719696,410.907420733381,410.291236694544,410.65027306363,3199108,410.485310407563,720
"26",2021-06-11 13:00:00,410.640666414835,410.985050218588,410.485310407563,410.931679947508,3493299,410.936531790334,780
"27",2021-06-11 14:00:00,410.936531790334,411.290716316594,410.936531790334,411.213086831386,3195076,410.863754147951,840
"28",2021-06-11 15:00:00,411.220946816764,411.834122713049,410.863754147951,411.74678954219,11775328,411.55271582917,900
"29",2021-06-11 16:00:00,411.766196913492,411.853530084351,411.55271582917,411.698271113935,6316239,411.562419514821,960
"30",2021-06-11 17:00:00,411.562419514821,411.8438263987,411.562419514821,411.8438263987,123935,411.74678954219,1020
"31",2021-06-11 18:00:00,411.785604284794,411.824419027398,411.74678954219,411.824419027398,4601,411.795307970445,1080
"32",2021-06-11 19:00:00,411.824419027398,411.872937455653,411.795307970445,411.834122713049,32904,411.902048512606,1140
"33",2021-06-14 04:00:00,412.067011168672,412.164048025182,411.902048512606,412.164048025182,3430,411.921455883908,240
"34",2021-06-14 05:00:00,412.134936968229,412.202862767786,411.921455883908,412.202862767786,23734,412.008789054767,300
"35",2021-06-14 06:00:00,412.202862767786,412.222270139088,412.008789054767,412.154344339531,28781,411.688567428285,360
"36",2021-06-14 07:00:00,412.028196426069,412.24167751039,411.688567428285,411.766196913492,51986,411.436271601359,420
"37",2021-06-14 08:00:00,412.212469416581,412.290195938645,411.436271601359,411.688567428285,237276,411.135360309322,480
"38",2021-06-14 09:00:00,411.669160056982,411.872937455653,411.135360309322,411.363493958977,3701027,410.689087806234,540
"39",2021-06-14 10:00:00,411.368345801802,411.44597528701,410.689087806234,411.183975774434,4775522,410.679384120583,600
"40",2021-06-14 11:00:00,411.183975774434,411.426567915708,410.679384120583,410.871711170185,3517096,410.572643578422,660
"41",2021-06-14 12:00:00,410.871614133329,411.04812417532,410.572643578422,410.626013849503,2989146,410.562939892771,720
"42",2021-06-14 13:00:00,410.630865692328,410.970494690112,410.562939892771,410.781272819918,2501996,410.621162006677,780
"43",2021-06-14 14:00:00,410.786124662744,411.047444917325,410.621162006677,410.989902061414,3466940,410.873457833603,840
"44",2021-06-14 15:00:00,410.989902061414,412.688047050335,410.873457833603,412.688047050335,12229500,412.493973337315,900
"45",2021-06-14 16:00:00,412.678343364684,412.862713392053,412.493973337315,412.629824936429,7463580,412.571602822523,960
"46",2021-06-14 17:00:00,412.610417565127,412.73656547859,412.571602822523,412.678343364684,148431,412.377529109504,1020
"47",2021-06-14 18:00:00,412.678343364684,412.678343364684,412.377529109504,412.474565966013,139414,412.474565966013,1080
"48",2021-06-14 19:00:00,412.493973337315,412.688047050335,412.474565966013,412.503677022966,34016,413.047083419421,1140
"49",2021-06-15 04:00:00,413.347897674601,413.367305045903,413.047083419421,413.279971875044,16151,412.872417077704,240
"50",2021-06-15 05:00:00,413.212046075488,413.241157132441,412.872417077704,412.872417077704,18279,412.668639679033,300
"51",2021-06-15 06:00:00,412.823898649449,412.979157619864,412.668639679033,412.969453934213,69376,412.950046562911,360
"52",2021-06-15 07:00:00,413.066490790723,413.221749761139,412.950046562911,413.105305533327,58213,412.612067191688,420
"53",2021-06-15 08:00:00,413.066490790723,413.221749761139,412.612067191688,412.755972849892,160413,411.979677997814,480
"54",2021-06-15 09:00:00,412.755972849892,412.979060583008,411.979677997814,412.110677754102,3996242,411.44597528701,540
"55",2021-06-15 10:00:00,412.115529596927,412.202862767786,411.44597528701,411.48488706647,5140737,410.989902061414,600
"56",2021-06-15 11:00:00,411.475086343963,411.775900599143,410.989902061414,411.368345801802,4638844,411.358642116151,660
"57",2021-06-15 12:00:00,411.368345801802,411.911752198257,411.358642116151,411.649752685681,5351262,411.368442838659,720
"58",2021-06-15 13:00:00,411.659456371332,412.154344339531,411.368442838659,412.067011168672,3283938,411.8438263987,780
"59",2021-06-15 14:00:00,412.062159325847,412.416343852108,411.8438263987,412.173751710833,4514698,411.465382658312,840
"60",2021-06-15 15:00:00,412.173751710833,412.387232795155,411.465382658312,411.921455883908,16361629,411.775900599143,900
"61",2021-06-15 16:00:00,411.960270626512,412.258755997136,411.775900599143,411.931159569559,7270852,411.805011656096,960
"62",2021-06-15 17:00:00,411.8438263987,411.989381683465,411.805011656096,411.902048512606,33695,411.872937455653,1020
"63",2021-06-15 18:00:00,411.950566940861,412.125233282578,411.872937455653,411.882641141304,34244,411.707974799586,1080
"64",2021-06-15 19:00:00,411.834122713049,411.969974312163,411.707974799586,411.863233770002,35435,411.319827373547,1140
"65",2021-06-16 04:00:00,411.64975268568,411.659456371331,411.319827373547,411.64975268568,9920,411.368345801802,240
"66",2021-06-16 05:00:00,411.727382170888,411.74678954219,411.368345801802,411.572123200472,14133,411.494493715264,300
"67",2021-06-16 06:00:00,411.581826886123,412.105825911276,411.494493715264,411.698271113935,23723,411.513901086566,360
"68",2021-06-16 07:00:00,411.630345314378,411.727382170888,411.513901086566,411.55271582917,34269,411.416864230056,420
"69",2021-06-16 08:00:00,411.669257093838,411.85353008435,411.416864230056,411.775900599143,71566,411.562419514821,480
"70",2021-06-16 09:00:00,411.824419027397,412.280492252993,411.562419514821,411.735921414261,3640012,411.484790029613,540
"71",2021-06-16 10:00:00,411.727382170888,411.999085369115,411.484790029613,411.644900842854,4210678,411.538160300694,600
"72",2021-06-16 11:00:00,411.640049000029,411.989381683464,411.538160300694,411.659456371331,3012859,410.689087806233,660
"73",2021-06-16 12:00:00,411.664308214156,411.766196913492,410.689087806233,410.960791004461,5345008,410.077755610222,720
"74",2021-06-16 13:00:00,410.965642847286,411.067531546621,410.077755610222,410.596902792549,4367939,407.47716785576,780
"75",2021-06-16 14:00:00,410.592050949724,410.592050949724,407.47716785576,409.166676564452,31283811,408.923017017756,840
"76",2021-06-16 15:00:00,409.175312844681,411.038420489668,408.923017017756,409.611978698975,22461963,408.46694379216,900
"77",2021-06-16 16:00:00,409.621682384626,409.932200325457,408.46694379216,408.534869591717,2912780,408.437832735207,960
"78",2021-06-16 17:00:00,408.525165906066,408.67072119083,408.437832735207,408.661017505179,470058,408.331092193046,1020
"79",2021-06-16 18:00:00,408.67072119083,408.787165418642,408.331092193046,408.505758534764,113171,407.554797340968,1080
"80",2021-06-16 19:00:00,408.428129049556,408.525165906066,407.554797340968,407.894426338752,91023,407.46746417011,1140
"81",2021-06-17 04:00:00,407.807093167894,408.389314306953,407.46746417011,407.651834197479,11789,407.671241568781,240
"82",2021-06-17 05:00:00,407.671241568781,408.311684821745,407.671241568781,408.311684821745,17402,407.8653152818,300
"83",2021-06-17 06:00:00,408.311684821745,408.486351163462,407.8653152818,408.26316639349,36090,408.098203737423,360
"84",2021-06-17 07:00:00,408.243759022188,408.932720703407,408.098203737423,408.127314794376,149328,407.651834197479,420
"85",2021-06-17 08:00:00,408.117611108725,408.893905960803,407.651834197479,408.292277450443,430931,408.234055336537,480
"86",2021-06-17 09:00:00,408.311684821745,410.368866179752,408.234055336537,409.335423657923,7792351,408.622202762576,540
"87",2021-06-17 10:00:00,409.340275500748,410.400403158117,408.622202762576,409.388696892147,15278588,408.690128562133,600
"88",2021-06-17 11:00:00,409.379090243352,410.097162981524,408.690128562133,408.796869104294,9457703,406.894946716703,660
"89",2021-06-17 12:00:00,408.806572789945,408.927868860582,406.894946716703,408.641610133878,11134306,408.593091705623,720
"90",2021-06-17 13:00:00,408.636758291053,410.097162981524,408.593091705623,409.679904498532,10133689,409.146201787729,780
"91",2021-06-17 14:00:00,409.670200812881,409.844867154599,409.146201787729,409.311164443795,8082904,409.090599668949,840
"92",2021-06-17 15:00:00,409.316016286621,410.485310407563,409.090599668949,409.476127099862,14606636,409.417904985956,900
