"","Time","Open","Low","Close","High","Volume","originalClose","Target_Close","Time_in_minutes","Open_lag1","Open_lag2","Open_lag3","Open_lag4","Open_lag5","High_lag1","High_lag2","High_lag3","High_lag4","High_lag5","Low_lag1","Low_lag2","Low_lag3","Low_lag4","Low_lag5","Close_lag1","Close_lag2","Close_lag3","Close_lag4","Close_lag5","Volume_lag1","Volume_lag2","Volume_lag3","Volume_lag4","Volume_lag5"
"1",2021-06-10 05:00:00,0.0735833622810276,0.0827812825661525,0.0735833622810276,0.0827812825661525,557,57.5053976226139,0.11037504342152,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2021-06-10 06:00:00,0.11037504342152,0.119572963706645,0.11037504342152,0.119572963706645,1030,57.6157726660354,0.0275937608553747,360,0.0735833622810276,NA,NA,NA,NA,0.0827812825661525,NA,NA,NA,NA,0.0827812825661525,NA,NA,NA,NA,0.0735833622810276,NA,NA,NA,NA,557,NA,NA,NA,NA
"3",2021-06-10 07:00:00,0.0551875217107565,0.165562565132284,0.0275937608553747,0.137968804276902,10931,57.6433664268908,-0.009197920285132,420,0.11037504342152,0.0735833622810276,NA,NA,NA,0.119572963706645,0.0827812825661525,NA,NA,NA,0.119572963706645,0.0827812825661525,NA,NA,NA,0.11037504342152,0.0735833622810276,NA,NA,NA,1030,557,NA,NA,NA
"4",2021-06-10 08:00:00,0.00837010745946287,0.459896014256351,-0.009197920285132,0.459896014256351,74229,57.6341685066057,0.496687695396865,480,0.0551875217107565,0.11037504342152,0.0735833622810276,NA,NA,0.137968804276902,0.119572963706645,0.0827812825661525,NA,NA,0.165562565132284,0.119572963706645,0.0827812825661525,NA,NA,0.0275937608553747,0.11037504342152,0.0735833622810276,NA,NA,10931,1030,557,NA,NA
"5",2021-06-10 09:00:00,0.506713428507652,0.547276256965056,0.496687695396865,0.147166724562027,5775324,58.1308562020025,-0.211552166557922,540,0.00837010745946287,0.0551875217107565,0.11037504342152,0.0735833622810276,NA,0.459896014256351,0.137968804276902,0.119572963706645,0.0827812825661525,NA,0.459896014256351,0.165562565132284,0.119572963706645,0.0827812825661525,NA,-0.009197920285132,0.0275937608553747,0.11037504342152,0.0735833622810276,NA,74229,10931,1030,557,NA
"6",2021-06-10 10:00:00,0.234546967270731,-0.248343847698429,-0.211552166557922,-0.340323050549685,4234217,57.9193040354446,0.0367916811405067,600,0.506713428507652,0.00837010745946287,0.0551875217107565,0.11037504342152,0.0735833622810276,0.147166724562027,0.459896014256351,0.137968804276902,0.119572963706645,0.0827812825661525,0.547276256965056,0.459896014256351,0.165562565132284,0.119572963706645,0.0827812825661525,0.496687695396865,-0.009197920285132,0.0275937608553747,0.11037504342152,0.0735833622810276,5775324,74229,10931,1030,557
"7",2021-06-10 11:00:00,-0.344922010692251,-0.418505372973279,0.0367916811405067,-0.0965781629938434,2054852,57.9560957165851,-0.699041941669648,660,0.234546967270731,0.506713428507652,0.00837010745946287,0.0551875217107565,0.11037504342152,-0.340323050549685,0.147166724562027,0.459896014256351,0.137968804276902,0.119572963706645,-0.248343847698429,0.547276256965056,0.459896014256351,0.165562565132284,0.119572963706645,-0.211552166557922,0.496687695396865,-0.009197920285132,0.0275937608553747,0.11037504342152,4234217,5775324,74229,10931,1030
"8",2021-06-10 12:00:00,-0.0919792028512774,-0.174760485417409,-0.699041941669648,-0.160963604989725,3783311,57.2570537749155,0.404616513342738,720,-0.344922010692251,0.234546967270731,0.506713428507652,0.00837010745946287,0.0551875217107565,-0.0965781629938434,-0.340323050549685,0.147166724562027,0.459896014256351,0.137968804276902,-0.418505372973279,-0.248343847698429,0.547276256965056,0.459896014256351,0.165562565132284,0.0367916811405067,-0.211552166557922,0.496687695396865,-0.009197920285132,0.0275937608553747,2054852,4234217,5775324,74229,10931
"9",2021-06-10 13:00:00,-0.165562565132291,-0.156364644847166,0.404616513342738,-0.0505885615681976,1657976,57.6616702882582,0.0736753414838631,780,-0.0919792028512774,-0.344922010692251,0.234546967270731,0.506713428507652,0.00837010745946287,-0.160963604989725,-0.0965781629938434,-0.340323050549685,0.147166724562027,0.459896014256351,-0.174760485417409,-0.418505372973279,-0.248343847698429,0.547276256965056,0.459896014256351,-0.699041941669648,0.0367916811405067,-0.211552166557922,0.496687695396865,-0.009197920285132,3783311,2054852,4234217,5775324,74229
"10",2021-06-10 14:00:00,-0.0505885615681976,0.101177123136402,0.0736753414838631,0.13336984413435,2423138,57.7353456297421,-0.0413906412830727,840,-0.165562565132291,-0.0919792028512774,-0.344922010692251,0.234546967270731,0.506713428507652,-0.0505885615681976,-0.160963604989725,-0.0965781629938434,-0.340323050549685,0.147166724562027,-0.156364644847166,-0.174760485417409,-0.418505372973279,-0.248343847698429,0.547276256965056,0.404616513342738,-0.699041941669648,0.0367916811405067,-0.211552166557922,0.496687695396865,1657976,3783311,2054852,4234217,5775324
"11",2021-06-10 15:00:00,0.13336984413435,0.0275937608553818,-0.0413906412830727,-0.174760485417416,3560982,57.693954988459,-0.0321927209979407,900,-0.0505885615681976,-0.165562565132291,-0.0919792028512774,-0.344922010692251,0.234546967270731,0.13336984413435,-0.0505885615681976,-0.160963604989725,-0.0965781629938434,-0.340323050549685,0.101177123136402,-0.156364644847166,-0.174760485417409,-0.418505372973279,-0.248343847698429,0.0736753414838631,0.404616513342738,-0.699041941669648,0.0367916811405067,-0.211552166557922,2423138,1657976,3783311,2054852,4234217
