"","Time","Open","Low","Close","High","Volume","originalClose","Target_Close","Time_in_minutes","Open_lag1","High_lag1","Low_lag1","Close_lag1","Volume_lag1"
"1",2021-06-08 05:00:00,-0.108051094408864,0.304507629697639,0.628660912924119,-0.0491141338222008,6363,249.71590200559,-0.569723952337512,300,NA,NA,NA,NA,NA
"2",2021-06-08 06:00:00,0.127696747937733,-0.176810881759934,-0.569723952337512,-0.0491141338222008,3418,249.146178053252,0.942991369386192,360,-0.108051094408864,-0.0491141338222008,0.304507629697639,0.628660912924119,6363
"3",2021-06-08 07:00:00,0.235747842346512,1.05104246379503,0.942991369386192,1.22785334555496,37733,250.089169422638,-1.39877053125619,420,0.127696747937733,-0.0491141338222008,-0.176810881759934,-0.569723952337512,3418
"4",2021-06-08 08:00:00,-0.235649614078881,0.157165228231065,-1.39877053125619,0.0294684802933034,55327,248.690398891382,1.11390855508748,480,0.235747842346512,1.22785334555496,1.05104246379503,0.942991369386192,37733
"5",2021-06-08 09:00:00,1.09023554258522,0.304507629697639,1.11390855508748,-0.658129393217422,3680506,249.80430744647,-0.363444590284274,540,-0.235649614078881,0.0294684802933034,0.157165228231065,-1.39877053125619,55327
"6",2021-06-08 10:00:00,-0.677775046746376,-0.677775046746376,-0.363444590284274,-0.609015259395278,3090636,249.440862856185,-1.0509442355274,600,1.09023554258522,-0.658129393217422,0.304507629697639,1.11390855508748,3680506
"7",2021-06-08 11:00:00,-0.569723952337512,-1.01175115673726,-1.0509442355274,-1.19838486526166,2784812,248.389918620658,-0.16708628326316,660,-0.677775046746376,-0.609015259395278,-0.677775046746376,-0.363444590284274,3090636
"8",2021-06-08 12:00:00,-1.22785334555499,-0.854585928506282,-0.16708628326316,0.33888752337316,1871063,248.222832337395,-0.127696747937705,720,-0.569723952337512,-1.19838486526166,-1.01175115673726,-1.0509442355274,2784812
"9",2021-06-08 13:00:00,0.343798936755405,-0.0884054408799386,-0.127696747937705,-0.535344058661963,1683509,248.095135589457,-0.0294684802933034,780,-1.22785334555499,0.33888752337316,-0.854585928506282,-0.16708628326316,1871063
"10",2021-06-08 14:00:00,-0.54025547204418,0.147342401466574,-0.0294684802933034,0.638483739688581,1385890,248.065667109164,-0.0294684802933318,840,0.343798936755405,-0.535344058661963,-0.0884054408799386,-0.127696747937705,1683509
"11",2021-06-08 15:00:00,0.677775046746348,0.284861976168742,-0.0294684802933318,-0.864408755270688,3171082,248.03619862887,-0.117873921173299,900,-0.54025547204418,0.638483739688581,0.147342401466574,-0.0294684802933034,1385890
"12",2021-06-08 16:00:00,-0.854585928506282,-1.11980225114615,-0.117873921173299,-0.00982282676449131,1031686,247.918324707697,0.108051094408864,960,0.677775046746348,-0.864408755270688,0.284861976168742,-0.0294684802933318,3171082
"13",2021-06-08 17:00:00,0.0589369605866068,0.00972459849685947,0.108051094408864,-0.00982282676440605,6569,248.026375802106,-0.0491141338222008,1020,-0.854585928506282,-0.00982282676449131,-1.11980225114615,-0.117873921173299,1031686
"14",2021-06-08 18:00:00,-0.0589369605866068,-0.0391930787901345,-0.0491141338222008,0.0785826141155326,2154,247.977261668284,0.112962507791053,1080,0.0589369605866068,-0.00982282676440605,0.00972459849685947,0.108051094408864,6569
"15",2021-06-08 19:00:00,0.0491141338222008,0.029468480293275,0.112962507791053,-0.0196456535288689,3509,248.090224176075,0.230836428964523,1140,-0.0589369605866068,0.0785826141155326,-0.0391930787901345,-0.0491141338222008,2154
"16",2021-06-09 04:00:00,0.60901525939542,0.638483739688752,0.230836428964523,0.687597873510896,1481,248.321060605039,0.196456535288746,240,0.0491141338222008,-0.0196456535288689,0.029468480293275,0.112962507791053,3509
"17",2021-06-09 05:00:00,-0.235747842346569,-0.245570669110975,0.196456535288746,-0.275039149404307,2331,248.517517140328,0.088405440879967,300,0.60901525939542,0.687597873510896,0.638483739688752,0.230836428964523,1481
"18",2021-06-09 06:00:00,0.088405440879967,0.294684802933176,0.088405440879967,0.324153283226508,815,248.605922581208,-0.088405440879967,360,-0.235747842346569,-0.275039149404307,-0.245570669110975,0.196456535288746,2331
"19",2021-06-09 07:00:00,0.216102188817672,0.117873921173299,-0.088405440879967,-0.0491141338222008,14724,248.517517140328,0.0785826141155326,420,0.088405440879967,0.324153283226508,0.294684802933176,0.088405440879967,815
"20",2021-06-09 08:00:00,-0.196456535288775,0.294684802933205,0.0785826141155326,0.176810881759934,25515,248.596099754444,0.314330456462073,480,0.216102188817672,-0.0491141338222008,0.117873921173299,-0.088405440879967,14724
"21",2021-06-09 09:00:00,0.432204377635344,1.74846316407027,0.314330456462073,1.25732182584829,2850663,248.910430210906,-0.186633708524369,540,-0.196456535288775,0.176810881759934,0.294684802933205,0.0785826141155326,25515
"22",2021-06-09 10:00:00,1.17873921173276,-0.63848373968861,-0.186633708524369,-0.825117448212978,2616414,248.723796502381,0.599192432630844,600,0.432204377635344,1.25732182584829,1.74846316407027,0.314330456462073,2850663
"23",2021-06-09 11:00:00,-0.849674515124036,0.0392913070577663,0.599192432630844,0.304507629697696,1891198,249.322988935012,0.335351305737959,660,1.17873921173276,-0.825117448212978,-0.63848373968861,-0.186633708524369,2616414
"24",2021-06-09 12:00:00,0.314330456462073,0.206279362053237,0.335351305737959,0.884054408799585,1637008,249.65834024075,0.568348756590495,720,-0.849674515124036,0.304507629697696,0.0392913070577663,0.599192432630844,1891198
"25",2021-06-09 13:00:00,0.888965822181831,0.201367948671049,0.568348756590495,-0.26521632263993,1393569,250.226688997341,-0.736712007332983,780,0.314330456462073,0.884054408799585,0.206279362053237,0.335351305737959,1637008
"26",2021-06-09 14:00:00,-0.255393495875467,-0.279950562786553,-0.736712007332983,-0.72688918056852,1702139,249.489976990008,-0.599192432630844,840,0.888965822181831,-0.26521632263993,0.201367948671049,0.568348756590495,1393569
"27",2021-06-09 15:00:00,-0.751446247479663,-0.834940274977384,-0.599192432630844,-0.47149568469311,3080200,248.890784557377,-0.0196456535288405,900,-0.255393495875467,-0.72688918056852,-0.279950562786553,-0.736712007332983,1702139
"28",2021-06-09 16:00:00,-0.486229924839733,-0.402735897342041,-0.0196456535288405,-0.25539349587541,719467,248.871138903848,0.196456535288775,960,-0.751446247479663,-0.47149568469311,-0.834940274977384,-0.599192432630844,3080200
"29",2021-06-09 17:00:00,-0.0294684802933318,-0.0687597873510697,0.196456535288775,0.225925015582106,8956,249.067595439137,0,1020,-0.486229924839733,-0.25539349587541,-0.402735897342041,-0.0196456535288405,719467
"30",2021-06-09 18:00:00,0.108051094408808,-0.0491141338222292,0,-0.0294684802933318,2670,249.067595439137,-0.147342401466602,1080,-0.0294684802933318,0.225925015582106,-0.0687597873510697,0.196456535288775,8956
"31",2021-06-09 19:00:00,-0.0687597873510981,0,-0.147342401466602,-0.147342401466602,4738,248.92025303767,-0.618838086160281,1140,0.108051094408808,-0.0294684802933318,-0.0491141338222292,0,2670
"32",2021-06-10 04:00:00,-0.392913070578118,-0.461672857929216,-0.618838086160281,-0.618838086160281,946,248.30141495151,0.216102188817672,240,-0.0687597873510981,-0.147342401466602,0,-0.147342401466602,4738
"33",2021-06-10 05:00:00,-0.196456535288803,-0.196456535288803,0.216102188817672,0.216102188817672,1001,248.517517140327,-0.196456535288775,300,-0.392913070578118,-0.618838086160281,-0.461672857929216,-0.618838086160281,946
